Accelerometer sample rate = 104.00 Hz
""
Acceleration in g's
X	Y	Z
0,0.84,-0.55,-0.09,-0.92,-4.39,-2.44
1,0.84,-0.55,-0.09,0.31,-4.76,-2.75
2,0.84,-0.55,-0.09,0.73,-4.76,-2.75
3,0.83,-0.55,-0.08,0.79,-4.58,-2.62
4,0.83,-0.55,-0.09,-0.55,-4.52,-2.69
5,0.83,-0.55,-0.08,0.61,-4.58,-2.50
6,0.84,-0.55,-0.09,-0.43,-4.64,-2.75
7,0.84,-0.55,-0.09,0.06,-4.70,-2.75
8,0.84,-0.55,-0.08,0.55,-4.58,-2.87
9,0.84,-0.55,-0.09,-0.18,-4.70,-2.81
10,0.83,-0.55,-0.09,0.24,-4.52,-2.62
11,0.83,-0.56,-0.08,-0.37,-4.64,-2.69
12,0.83,-0.55,-0.09,0.24,-4.46,-2.62
13,0.84,-0.55,-0.08,0.31,-4.70,-2.81
14,0.84,-0.55,-0.08,0.12,-4.64,-2.62
15,0.84,-0.55,-0.09,-0.06,-4.64,-2.62
16,0.83,-0.55,-0.09,-0.06,-4.58,-2.75
17,0.83,-0.55,-0.09,0.12,-4.58,-2.69
18,0.84,-0.55,-0.08,0.31,-4.58,-2.75
19,0.84,-0.55,-0.09,0.00,-4.64,-2.62
20,0.83,-0.55,-0.08,0.12,-4.46,-2.75
21,0.83,-0.55,-0.08,0.06,-4.64,-2.69
22,0.83,-0.55,-0.09,0.00,-4.64,-2.75
23,0.83,-0.55,-0.08,0.31,-4.58,-2.56
24,0.84,-0.55,-0.09,0.00,-4.58,-2.69
25,0.83,-0.55,-0.09,0.31,-4.58,-2.69
26,0.83,-0.55,-0.08,0.12,-4.58,-2.62
27,0.83,-0.55,-0.08,0.06,-4.70,-2.56
28,0.83,-0.55,-0.08,0.12,-4.64,-2.62
29,0.84,-0.55,-0.09,0.06,-4.64,-2.69
30,0.83,-0.55,-0.09,0.18,-4.64,-2.81
31,0.84,-0.55,-0.08,0.18,-4.58,-2.75
32,0.83,-0.55,-0.09,-0.06,-4.52,-2.75
33,0.83,-0.55,-0.08,0.12,-4.52,-2.69
34,0.84,-0.55,-0.09,0.12,-4.58,-2.69
35,0.84,-0.55,-0.09,0.12,-4.58,-2.81
36,0.83,-0.55,-0.08,0.18,-4.58,-2.62
37,0.83,-0.55,-0.09,0.24,-4.70,-2.69
38,0.83,-0.55,-0.08,3.17,-4.33,-2.75
39,0.84,-0.55,-0.09,-1.16,-4.39,-2.93
40,0.83,-0.56,-0.08,2.26,-4.82,-2.20
41,0.84,-0.55,-0.09,1.10,-4.52,-2.32
42,0.83,-0.55,-0.08,2.32,-4.27,-2.56
43,0.83,-0.55,-0.08,0.31,-4.46,-2.81
44,0.83,-0.55,-0.08,-0.67,-4.33,-2.75
45,0.83,-0.55,-0.08,-0.06,-4.33,-2.75
46,0.83,-0.55,-0.09,0.18,-4.82,-2.99
47,0.83,-0.55,-0.08,0.12,-4.94,-3.17
48,0.84,-0.55,-0.08,-0.73,-4.82,-3.17
49,0.84,-0.55,-0.08,0.73,-4.64,-3.05
50,0.84,-0.55,-0.08,0.00,-4.70,-2.56
51,0.83,-0.55,-0.08,-0.67,-4.58,-2.50
52,0.84,-0.55,-0.09,0.49,-4.46,-2.50
53,0.84,-0.55,-0.08,2.01,-4.58,-2.56
54,0.83,-0.55,-0.08,0.73,-4.58,-2.69
55,0.83,-0.55,-0.08,-0.92,-4.58,-2.75
56,0.83,-0.55,-0.08,0.92,-4.52,-2.62
57,0.84,-0.55,-0.08,-0.79,-4.46,-2.81
58,0.83,-0.55,-0.08,0.85,-4.52,-2.87
59,0.84,-0.55,-0.08,0.31,-4.58,-2.62
60,0.83,-0.55,-0.08,-0.43,-4.52,-2.81
61,0.84,-0.55,-0.08,0.31,-4.58,-2.75
62,0.83,-0.55,-0.08,0.00,-4.64,-2.75
63,0.83,-0.55,-0.08,0.18,-4.70,-2.75
64,0.83,-0.55,-0.08,0.12,-4.76,-2.81
65,0.84,-0.55,-0.08,0.06,-4.64,-2.69
66,0.84,-0.55,-0.08,0.12,-4.70,-2.62
67,0.84,-0.55,-0.08,-0.18,-4.64,-2.69
68,0.83,-0.55,-0.08,0.43,-4.52,-2.56
69,0.82,-0.61,-0.06,4.39,-7.08,-5.07
70,0.88,-0.50,-0.03,51.27,5.00,0.24
71,0.86,-0.49,-0.12,34.97,16.42,5.07
72,0.84,-0.56,-0.12,-15.38,-9.46,-2.81
73,0.84,-0.58,0.02,-23.50,-8.06,-3.66
74,0.84,-0.59,-0.09,-5.92,-9.64,-0.49
75,0.84,-0.50,-0.05,-11.47,-10.31,-4.03
